riddle,choice0,choice1,choice2,choice3,choice4,label
"I have a single waving hand I'm present in places across the land On fairer days, I depart I shorten with a broken heart. What am I?",flag,dental floss,duct tape,emblem,eagle,0
Which of the seven dwarfs never speaks?,smug,goofy,sausage,celery,dopey,4
It is sometimes known to have silver linings.,sky,sunset,terra,cloud,wol,3
I'm a word of letters four with close ties to snow. Just half of my first my third letter will show. One fifth of my fourth my first you may call. Of my second 'tis best to say nothing at all. What word am I?,warm,humid,cold,rainstorm,winter,2
"I can be happy, sad or confusing. I can show or just be gone, but I'll come back not before long. What am I?",love,hate,envy,adore,gorgeous,0
The place you live on runs laps around me. I help make food when your people are hungry. I am something that you don't want to see directly. There's no way you can live without me. What am I?,night sky,Thursday,sun,moon,Friday,2
"Once I was as one with water, full of scaly fish; But, by a new decision, Fate has changed my nature. Having suffered fiery pangs, I now gleam white, like ashes or bright snow.  What am I?",salt,garlic,olive oil,celery,lemon juice,0
Farrah has two brothers. The first brother is called feather one and his second brother is named feather two. What is his name?,Valentina,Farrah,Jenelle,melissa,Brooke,1
"My 3, 7, 8, 9 is Batman's hideout. My 3, 4, 7, 6 is where things could get stuck. My 6, 5, 4, 1 is used as bait. My 7, 2, 4 is to broadcast. My whole is a kitchen appliance.",refrigerator,fridge,microwave,freezer,oven,2
What is ideal without an eye?,suffer,highway,overcome,Atlantic,deal,4
What holds names and memories which are not its own?,Maine,gravestone,memorial,Hawaii,corpse,1
"Part carbon, part water, I am poison to the fishes. Many have falsely claimed my name, for I am the pause that refreshes. What am I?",skittles,beer,soda pop,soft drinks,iced tea,2
What month do all soldiers hate?,tobacco,December,March,January,gum,2
"A B C and D Decided to buy a 23.016 cent plot jointly. The price per cent is USD 643. A B C and D decided to own 5.53 cent, 5.486 cent, 5.405 cent and 5.295 cent respectively. The balance 1.3 cent is to be jointly owned by all four parties towards common area within the total plot. Means the revised ownership of A, B, C and D with the common area would be 5.855, 5.811, 5.73, and 5.62 cents respectively. However A, B, C and D paid out for 5.53, 5.978, 5.898 and 5.609 respectively. Question, Which party has paid excess or deficient with respect to his final ownership (with common area) and how the excess/deficient amount has to be paid among the four parties?",await,tissue box,bask,pending,pillow,0
"Always well dressed, but I never fly. Black and white, sometimes in a tie. I swim and slide, and dance and glide, With one person by my side. What am I?",penguin,shark,dolphin,giraffe,duck,0
What's strong enough to smash a ship but is still afraid of the light?,iceberg,glacier,lava,ocean,island,0
"Its right behind you,And creeps on the ground,It follows you home,But does not make a sound.Careful when you turn around.What is it?",silhouette,storm,sky,glow,shadow,4
Grapes Bottle Cask Ferment,wine,liquor,whiskey,beer,coffee,0
What do you call an aeroplane used by witches,superstition,necromancy,alchemy,hypnotism,witchcraft,4
What gets bigger the more you take from it?,dentist,surgeon,mouth,hole,dick,3
"What am I?  My first is in sound, but not in thunder. My second is in noise, but not in poise. My third is in outrage, but not in grater. My fourth is in whimper, but not in whisper. My fifth is in squash, but not in squelches. My sixth is in mutter, but not in murmur. My seventh is in gosh, but not in gasp. My eighth is in yelp, but not in yell. My ninth is in hoarse, but not in harsh. My tenth is in eerie, but not in fairy. My eleventh is in bliss, but not in bless. My last is in splat, but not spilt.",alliteration,vowels,onomatopoeia,slang,syllables,2
"I am an animal named after the animal that I eat, what am I?",squirrel,lizard,elephant,giraffe,anteater,4
From sand it comes in many colors bright.We use it to let in the vibrant light.In many shapes and sizes does it come.Many church sanctuaries have some.,sculpture,highway,Atlantic,stained glass,painting,3
"Four feet, Jagged teeth Fleet of movement, water and land I have no mood; to me you're food As I drag you under.",crocodile,alligator,hippo,squirrel,shark,1
"Kids love this bouncy, sugary, treat. It's like colorful rubber that you can eat.",jello,peanutbutter,peanut butter,jelly,macaroni,0
You were counting sheep. You thought you counted eight but you only counted seven and a half. How is that possible?,quick,clever,easy,simple,complicated,3
"""If something is ""XLNT"", what is it?""",excellent,amazing,great,battery,mitosis,0
Certain worms and Amazon.com like these.,short stories,daughter,sister,books,novels,3
"My first may be fruit, pizza, or lentils.My second, consistently judgmental.My whole, a collection of mall rentals. What am I?",food court,mall,ihop,supermarket,cafeteria,0
What appears in water but never gets wet?,mirror,purity,agony,reflection,lens,3
What can you add to a bucket full of water to make it lighter?,dentist,surgeon,mouth,hole,dick,3
"I've swallowed the dead,Of a torn lands end.And I hold the remains,Of an unknown friend. A mansion once stood,Where I now lay,We honor all those. Who fought battles and wars. And gave us today.What am I?",estate,Arlington National Cemetery,Alamo,bedroom,Capitol,1
"I am gentle enough to soothe your skin, light enough to fly in the sky, strong enough to crack rocks. What am I?",cucumber,ocean,grape,water,sediment,3
"I often make my home.Inside of a glass dome. In my domain a sound.Is never to be found. But through me I permit.Any light to transmit. In science articles.Virtual particles. Always annihilate.When ""pro-"" and ""anti-"" mate. What am I?",negative pressure,canister,gravity,vaccum,vacuum,4
"I have a tail, and I have a head, but I have no body. I am NOT a snake. What am I?",cryptos,coin,waterfall,token,valley,1
"Hand in hand I go with society. Ultimately, I am altruism, amity, and also charity. Mortals aplenty make me whole. All of earth is home to my one and only family. Never have I insulted benevolence or brotherly love for they fit me to a tee. I fail to live up to the possibilities of individuals, That was what Ayn Rand once said of me. Yet, one and many have used me for mockery. Do you know what I am?",civilization,humanity,Antarctica,imperium,Carbon dioxide,1
"Often going up before going down, A moving room am I, Frequently going down before going up, I can open my door in places on high. What am I?",stairs,elevator,escalator,staircase,hallway,1
"Many love me whether I am blond, black or red.Make me wait too long and I may lose my head.Some say I am smooth or even cold.I can cause confusion, or so I am told. I can disappear like a crazy magic trick.No skips or jumps, just hops without a pogo stick.Which makes me more or less bitter.As I cause my share of road side litter. What am I?",vodka,drink,beer,wine,coffee,2
"I have four feet in total, two that I stand on and two that I don't . What am I?",T-rex,giraffe,hippo,allosaurus,tyrannosaurus,0
AM SOMTHING IN ME U CAN SEE THE WHOLE WORLD  WHAT AM I??,television,entertainment,radio,sitcoms,Soap operas,0
What two coins add up too thirty cents but one is not a nickel,sky,quarter,half,third,silhouette,1
"""If I ""dig"" something do I like it or dislike it?""",like,weird,yeah,except,because,0
"Fire is often maintained above me, and if you remove my first letter, you will find the home shared by everyone you have ever known. What am I?",lantern,hearth,brazier,stormwind,cauldron,1
"Sometimes I am born in silence, Other times, no. I am unseen, But I make my presence known. In time, I fade without a trace. I harm no one, but I am unpopular with all. What am I?",fart,forehead,lips,sneeze,pee,0
"Eight and five, last name and given, We are one six six six even; The first in cow, the last in oxen .Three in damsel, three in vixen.  Question: What are we called?",diacritics,alphabet,letters,qwerty keyboard,roman numerals,4
"It holds most knowledge that has ever been said. But is not the brain, is not the head. To feathers and their masters, it's both bane and boon. One empty, and one full.",whiteboard,paper,napkin,rumor,idk,1
You wear me every day but you never put me on.I will change colors if you leave me out too long.What am I?,hair,scalp,skin,dermis,eyelids,2
"""What does the ""R8? part of ""AAR8? mean?""",increase,percentage,hyphen,comma,rate,4
I am the state when a person is holding a person inside. What am I?,preggo,woman,infertile,daughter,pregnant,4
"""What does the second ""D"" in ""DND"" stand for?""",disturb,interfere,harm,Hhh,knockout,0
"I'm the first thing you see in the morning and the last thing you see at night, I'm always there but you choose to ignore me, cross your eyes and you will see me. What am I?",throat,nose,forehead,chin,lips,1
"A man has a machine that can turn him into any person that ever existed. He programmed into the machine the number 1, and then pressed the transformation button. Who did he become?",winter,rainstorm,Chris,John,Adam,4
"I can run but not walk. Whereever I go, thought follows me close behind?",throat,nose,chin,lips,forehead,1
"I can reach up from the ground, or hang from a tree, I am the result of your labour, or your offspring I can be. What am I?",fruit,grapes,vegetables,pillow,tissue box,0
I have an eye but cannot see. I’m faster than any man alive and have no limbs. What am I?,earthquake,shoulder,hurricane,tornado,sandal,2
What follows a dog wherever it goes?,claws,fangs,sky,silhouette,tail,4
"When used in one, just to adore, We grace the ear and hand,  When each of us connects two more, We form a sturdy band,  When each is linked to neighbors four, We form an armor grand,  And when we're carried off to war, The blade we can withstand. What are we?",necklace,amulet,doubt,will,ring,4
"I last 180 days out of the year. Adam Sandler made a movie about coming here. Many stick around to earn a career. After you've been here long enough, you can bring your parents to tears.",teacher,school,university,college,campus,1
"Because I am as forgetful as can be, I forgot who I am. Could you help me find out who I am?  I'm as tall as can be, I'm as short as can be. I'm as fast as can be, I'm as slow as can be. I'm as strong as can be, I'm as weak as can be. I'm as graceful as can be, I'm as clumsy as can be. I just remembered who I am because I'm as smart as can be, but try to figure out who I am anyways.",Stoughton,Red rock,Canby,Burnside,Elk Grove,2
"The blind say thanks to me, As I am the only one who made them see. I was among them, as blind as can be; Vanquished my fear, so I made my own sun. Everyone knows me, I am Eddy Jr. So can I know what you call me?",Thomas Edison,Steve Jobs,Albert Einstein,daughter,sister,0
What is unseen yet seen and heard yet unheard?,water,wind,rain,comma,hyphen,1
When does Halloween come before Valentine's day?,language,oxford,dictionary,thesaurus,definitions,2
Sepal Receptacle Ovule Petal,distillate,comma,flower,edibles,hyphen,2
"""What is a ""baller"" good at?""",soccer,basketball,baseball,sports,football,1
"In the evening I'm long, in the morning I'm small; When seen in a ballroom, I'm nothing at all.",glow,shadow,silhouette,storm,sky,1
I'm a soft frozen food made with sweetened and flavored milk fat. I'm usually put in a waffle cone.,cereal,dessert,lava,ice cream,glacier,3
I have skin but I'm not a person. I can be peeled but I'm not a potato. I'm a fruit but I'm not an orange. I grow on trees but I'm not a banana. I'm usually red or green but I'm not a grape. What am I?,tesla,apple,iPod,android,microsoft,1
"My first completes a man formed by a word not spelled.My second's not still nor mechanically propelled.With my whole, a wondrous bird's-eye view is beheld. What am I?",parachute,duct tape,helicopter,dental floss,hang glider,4
"It caused the destruction of Troy, The worst of tragedies, And numerous maladies, Yet it is chased, desired and fought for. What is it?",adore,love,gorgeous,hate,envy,1
"To what does this limerick refer?  As party decor, none can top it.It's a favorite of every moppet.Guaranteed to excite.An endless delight.Right up to the point when they pop it",balloon,parachute,poison,gravity,blimp,0
An office supply that's shaped like a trombone.,screwdriver,cheeks,eyelids,pliers,paperclip,4
"I am a word of three letters. I am spelt the same backward and forward; turn me upside down, I will become your mother. What am I?",yeah,my,damn,wow,yawn,3
"I can have a lap, Sometimes I am at hand, For Bette, I am dark, And winged in ancient land. What am I?",victory,win,nailbiter,won,defeat,0
I start new then become old. Start clean but be one dirty. I usually start big then become little. What am I?,comma,socks,hyphen,sandals,shoes,4
Many people even throughout history love this alcoholic drink made from fermented grape juice.,coffee,whiskey,liquor,wine,beer,3
A spent round or a slimy critter.,shoulder,worm,slug,ant,pillow,2
"I see without seeing, to me, darkness is as clear as daylight. What am I?",hitter,homerun,shoulder,bat,pillow,3
Some heads of state and figures regal.Would assure you that I am legal. Being my opposite it may take.To bring this attribute to your steak. Moments that might be described as me.Expressions of love shared quietly. As a mixologist I'll go far.So long as I am mixed with a bar. What am I?,lava,crispy,moist,tender,glacier,3
Found under bridges and on the Internet.,clown,hater,shill,liar,troll,4
"If you need a night out, call one of these over to take the little ones off your hands for a while.",nanny,caretaker,maid,daughter,babysitter,4
I destroy your home from inside out. What am I?,cockroach,mosquito,gecko,lizard,termite,4
A pet who lived in a town where an inordinate number of children fell down wells.,Charlie,Lassie,Shawn,melissa,Tilly,1
"I am something everyone should have. I may be big, I may be small, I may be weak, I may be strong, I may even be broken. People can cause me misery, but can also cause me joy. If you take me out, I die. If you leave me in, I thrive. What am I?",second,heart,before,blood,stomach,1
"In a marble hall as white as milk, Lined with skin as soft as silk, Within a fountain crystal clear, A golden orb does appear, There are no doors to this stronghold, Yet thieves break in and steal the gold.  What am I?",omelette,avocado,egg,chicken,muffin,2
A big shiny black car nobody wants to be a passenger in.,casket,hearse,minivan,driveway,garbage truck,1
"In the beginning I bring worry, in the middle I bring sorrow, in the end I bring cheers, what am I?",Antarctica,hostilities,war,Carbon dioxide,invasion,2
"They can be harbored, but few hold water, You can nurse them, but only by holding them against someone else, You can carry them, but not with your arms, You can bury them, but not in the earth.",animosity,grudge,personal vendetta,anger,bully,1
"The more you work, the more I'll eat. You keep me full, I'll keep you neat. What am I?",screwdriver,sharpie,paintbrush,eraser,pencil sharpener,4
I am ten little beans your look at everyday. What am I?,toes,foot,tongue,ankles,knees,0
I sleep all day and work at night instead.I wear a big hat on my bright small head.I am not a map or a guide you pay.But I can help in showing you your way.,lantern,table lamp,flashlight,bay window,ceiling light,1
"When set loose I fly away, Never so cursed as when I go astray. What am I?",sneeze,lips,fart,pee,forehead,2
"Tall when young,short when old. Will glow, before your breath is it's foe",candle,comma,wind,hyphen,torch,0
"I get dirty, I get clean. I can be delicate, I can be rough. People often shake me or smack me against my own kind. What am I?",knees,mouth,valley,waterfall,hands,4
Green on the outside but red and black inside. I am food but mostly liquid. What am I?,watermelon,banana,cucumber,pineapple,grape,0
"Tom's mom had four kids: Nickel, Dime, Quarter, and?",Tom,tonight,Monday,Chris,James,0
"An open-ended barrel, I am shaped like a hive. I am filled with the flesh, And the flesh is alive.  What am I?",garden hose,spoon,thimble,pebbles,spout,2
"""What is a ""vibe""?""",stiffness,vibration,underwear,buzzing,corset,1
What's higher than the king?,throne,comma,monarch,crown,hyphen,3
I am loved by many. They tend to enjoy me.  Few seek to banish me. None can resist me. By fire I was born. By water I shall burn. By fluids I will heal. In lust shall you trust.,goddess,succubus,werewolf,goblin,vampire,1
This is a method of transport. It is what is used by Greyhound. According to a well-known song. The wheels on this go round and round,subway,valley,bus,taxi,waterfall,2
What do you get when you cross a snowman with a vampire?,winter,engine,devs,developers,frostbite,4
"I can be long, or i can be short. I can be grown,and i can be bought. I can be painted, or left bare. I can be round, or square.",toothpick,tweezers,fingernail,eyeball,razor blade,2
"A sphere has three, a circle has two, and a point has zero. What is it?",thanks,dimensions,space-time,envy,spacetime,1
"What can be felt yet has neither length, breadth nor thickness?",hug,lick,lips,kiss,caress,3
I have four legs yet I still can't walk. What am I?,table,Thursday,calendar,kitchen counter,desk,0
A path between high natural masses; remove the first letter to get a path between manmade masses.,desert,valley,mountain,village,lake,1
If you went to Antarctica. You would see a lot of me. I float on top of the water. And am as cold as can be,ice,lava,snow,glacier,puck,0
"You can carry it everywhere you go, and it does not get heavy. What is it?",name,will,doubt,alias,u/,0
heat heat heat,extreme weather,Antarctica,heat wave,Carbon dioxide,polar vortex,2
"Brothers, all pair up; Bodies firm and tall.  You only care to eat the solid food,  And don’t care to eat the soup.",noodles,sushi,chopsticks,tongs,scissors,2
What is always behind you but you can never touch it?,future,hindsight,breath,history,past,4
"Before a circle appear, twice twenty-five, and five in rear; One fifth of eight subjoin; and then you'll quickly find what conquers men.",hate,adore,envy,gorgeous,love,4
"If you're to idleness inclined, a lesson take from me; though small in body, yet you'll find I work with constant glee. And lest stern Winter's chilling snow should spread the verdure over; While Summer's sun in full glow, I then secure my store.",ant,Christmas,bee,sleigh,spider,0
"What is something you don't own but you can give it to anyone you meet? You only have one, but you can give it away as many times as you want without losing it. What is it?",heart,second,blood,before,stomach,0
"Black I am and much admired, Men seek me until they're tired. When they find me, they break my head, And take from me my resting bed.  What am I?",coal,sawdust,wood,renewable energy,natural gas,0
"The rich men want it, the wise men know it, the poor all need it, the kind men show it.",hate,envy,gorgeous,adore,love,4
"I have two rings. I move by request. If the mixture is not right, I just sit at rest. What am I?",piston,motor,engine,cylinder,radiator,0
It can fill a room without occupying space. What is that?,weird,sun,light,contradictory,darkness,2
"Companion of your life's breath, Bringer of delight, Able to make the stoutest retch, Under invisible might.",smell,lips,hear,bathe,forehead,0
"I supply the beat, to which you tap your feet. I am found in most bands, the rest and I take the same commands. I have many forms, I am not a horn! You hit me to make the sound, sometimes even getting a rebound. What am I?",vocals,guitar,drums,percussion,saxophone,3
What kind of ears does an engine have?,engineers,programmers,comma,hyphen,technicians,0
"My 11, 4, 3, 6, 7 is a very thin pancake. My 6, 4, 7, 5, 11, 2 should be practiced. My 9, 4, 5, 11, 7 is an amount of evidence. My 6, 10, 1, 11, 2, 3, 4 can throw you a curve. My 11, 8, 4, 3  is to set. My whole can lead to a cure.",therapeutic,humorous,scary,rewarding,relaxing,0
Said to have fifty shades.,yellow,brown,orange,grey,blue,3
What small place has a lot of money?,checking account,accountant,bank,debt,credit union,2
A popular Hip Hop artist goes by the Vanilla version of this substance.,lava,ice,glacier,snow,puck,1
I go up and down the stairs without moving. What am I?,bed sheets,mattress,curtain,baseboards,carpet,4
"Forward I am an animal, but backward I am one who no man can ever see. What am I?",silhouette,dog,puppy,sky,cat,1
"I soar without wings, I see without eyes. I've traveled the universe to and fro. I've conquered the world, yet I've never been anywhere but home. Who am I?",creativity,emotions,figment,logic,imagination,4
Responsible for the toupee industry.,comma,hyphen,bald spot,beard,moustache,2
"I wear a green jacket on the outside, white jacket as a second layer, and a red jacket inside. I am pregnant with a lot of babies. What am I?",pineapple,cucumber,banana,watermelon,grape,3
"You can have it, and be at it, But it never lasts forever.",prosperity,sanity,happiness,peace,forgiveness,3
What do you throw out when you want to use it but take in when you don't want to use it?,raft,Maine,anchor,boat,Hawaii,2
I stink up your breath and fights evil vampires. What am I?,thyme,olive oil,tomatoes,spinach,garlic,4
I'm always wet but never dirty. I am a solid liquid. What am I?,canister,cutter,cone,well,bubble,4
"Can be freezing at the touch, or boiling though, not regular matter, oh no, but, as it slips down your throat, it can cure one of the most important things to man, then off, floating up to the sky, then makes the land grow.",sediment,grape,ocean,water,cucumber,3
"Against the sun, I protect your eyes and am often worn on the face of spies. What am I?",bandanna,visor,eyeglasses,goggles,sunglasses,4
This type of tempting cuisine is independent of utensils and usually tastes better than it sounds.,ihop,finger food,cafeteria,sandwiches,salad,1
"A warrior amongst the flowers, he bears a thrusting sword. He uses it whenever he must, to defend his golden hoard.",spider,bee,squirrel,praying mantis,beaver,1
"A home of wood in a wooded place, but built not by hand. High above the earthen ground, it holds its pale blue gems. What is it?",lips,forehead,thermostats,nest,hornet,3
"A man in a foreign country is sentenced to death for double murder. When taken to the prison, he has a choice of how he wants to die. In room number one, is a firing squad. In room number 2, there are two aggressive male lions who have not eaten for years, and in room number three, is lethal injection. What room should the man choose?",bears,tiger,eagles,hyena,lions,4
What do you call a tavern of blackbirds?,forehead,crowbar,lips,baseball bat,screwdriver,1
Which insect is the best in games?,baseball,cricket,football,soccer,batsman,1
When you stand up he sleeps When you sleep he stands Who is it?,shoes,comma,hyphen,sandals,socks,0
"My first is a title of honor; My second is myself; My first is your and I; My whole is a beautiful fixed star, seen in the winter.",Barty Crouch Jr,Sirius,Snape,Enterprise,Star,1
It is thanks to this item. That you can sweep the floor. Its also used by witches. So they can fly and soar,broomstick,pool noodle,cinder block,chainsaw,flyswatter,0
Turn us on our backs and open up our stomachs you will be the wisest of men though at start a lummox.,chapter,novel,sister,book,daughter,3
"Without me where would you be? I am not your eyes, but I help you see. What am I?",darkness,light,sun,contradictory,weird,1
"I am unfair, informal and biased; I am a sham and completely unauthorised. My history can be traced to the 19th century; But I can be very relevant today. Part of my name comes from legal maxims and common law; Whilst another is derived from judges hopping from place to place. What am I?",kangaroo court,legal system,cafeteria,ihop,prosecution,0
"When one gazes at my face.I'm running, but always in place.My father helps keep me alive and well.Even with a caged bird in my cell.Every hour the bird goes free.But soon is back in captivity.Now tell me, if you can, Tell me what I am.",x01,contradictory,Cuckoo clock,weird,t-51,2
I can fill a house or fill your mouth but you can never catch me in your hands. What am I?,vape,smoke,waterfall,valley,vaping,1
"With pointed fangs it sits in wait,  With piercing force its doles out fate,  Over bloodless victims proclaiming its might,  Eternally joining in a single bite.  What am I?",screwdriver,tissue box,stapler,pencil,scissors,2
I'm tall in the morning and short in the noon. I disappear at night but I will be back soon.,silhouette,sky,shadow,glow,storm,2
"To Throw Me, you'd Prefer a crowd. What Am I?",caucus,club,party,dungeon,independent candidates,2
"The more you take from me, the bigger I get. What am I?",mouth,surgeon,dick,dentist,hole,4
"I may be of the eye,  in order I am pie, in my center there is a star, I keep medics where they are. What am I?",apple,microsoft,tesla,iPod,android,0
"I have one,you have one,we all have one,but I willl use yours more than mine. What is it?",u/,name,will,doubt,alias,1
What are you feeling if you are ,disappointed,jail,angry,sad,murderer,3
What beats but inflicts no pain?,before,stomach,blood,heart,second,3
"Three or four, I can stab through or rule the seas. You know my cousins. What am I?",skewers,fork,spork,spoon,chopsticks,1
I am a particular brand of candybar which contains caramel and peanuts which is smothered in chocolate.,snack,snickers,peacock,cheeseburger,squirrel,1
"Full of mists and mellow fruitfulness, Close bosom-friend of the maturing sun; Conspiring with him how to load and bless.With fruit the vines that round the thatch-eaves run; To bend with apples the mossed cottage-trees, And fill all fruit with ripeness to the core; To swell the gourd, and pump the hazel shells.With a sweet Kernel; to set budding more, And still more, later flowers for the bees, Until they think warm days will never cease, For Summer has o'er-brimmed their clammy cells. What does this riddle describe?",autumn,winter,solstice,dental floss,duct tape,0
I am a shape that is very close to impossible to draw me perfectly i'm used in this riddle. What am I?,circle,valley,triangle,waterfall,square,0
A toasty and crunchy cereal would be pointless without this spice.,hazelnut,basil,cream cheese,cinnamon,garlic,3
This is a baked snack that is traditionally twisted into a unique knotlike shape.,pretzel,fries,sandwich,doughnut,hamburger,0
"If you look you cannot see me. If you see me you cannot see anything else. I can make anything you want happen, but later everything goes back to normal. What am I?",emotions,logic,figment,creativity,imagination,4
A sign for this special building. Might only show its first letter. It is where you will get taken. When injured so you get better. What is it?,hospital,doctor,ICU,clinic,ambulance,0
"Sometimes I bring happiness, To people who are unhappy. When you're beneath the ground .I lay on your mound. I bloom all day long.Till the moon shines bright. And I sit in the light.All day and all night.",edibles,hyphen,comma,flower,distillate,3
"I have more shoes than anybody, but less feet than everyone. I am met in the morning, but departed in the night. I may shake as if I'm angry, but I won't bite. What am I?",gum,hands,ground,door,tobacco,2
"How a big, hibernating mammal would show affection.",tissue box,headlock,bear hug,pillow,headbutt,2
I'm a toy.and a party. I even sound like a cry. What am I?,goal line,ball,chicken,backboard,avocado,1
"When I looked In the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?",sky,zombie,silhouette,ghost,hologram,3
A colorful cuisine without flesh.,salad,broccoli,spinach,vegetable,tomatoes,3
"I surround you but I'm not clothes. I am everywhere but I don't take up space. I'm not always here, yet you can use a man-made form of me. I can go through glass but the glass will look just the same. What am I?",sun,contradictory,light,darkness,weird,2
"The earth is black and white to me.Other colors I can not see.Some call me man's best friend.Give me a bone, a lick I'll lend. What am I?",dog,cat,sky,puppy,silhouette,0
What country makes you shiver?,Portugal,Mexico,Australia,Brazil,Chile,4
"People hang me, people frame, people burn me. -What am I?",selfie,hyphen,thumbnail,comma,picture,4
"I speak many words.That you sometimes cannot say; I can be moving and.Emotional, exhilarating, Horrifying, and anything in between. I can stun, amaze, make your.Mind wander. I've been the source of mystery.For ages, and I will.Always be close to your heart.If you value me.",comma,hyphen,picture,thumbnail,selfie,2
"I am something with many pages, with stories that come from many ages, The words I bare come from someone mighty, No one can defeat him, oh not even slightly. People say they believe in me, but barely anyone does, they think i am a flea",daughter,bible,gospel,sister,old testament,1
I get shorter the more I'm used but I'm not a pencil. I'm made of wax but I'm not a crayon. I can help you see in the dark but I'm not a flashlight. I'm often found on a birthday cake but I'm not icing. What am I?,wind,torch,comma,candle,hyphen,3
"In wealth I abound; in water I stand; As a fencer I'm valued all over the land; At Venice I'm famous; by farmers I'm prized; Respected by law, yet huntsmen despised; Consternation and ruin ensue when I break; And the beasts of the forest advantage won't take.",credit union,bank,accountant,debt,checking account,1
"My 1, 10, 5, 3 is a child's toy. My 11, 9, 10, 7, 8, 2 is neither a vegetable nor mineral. My 4, 2, 8, 9 is also my goal. My 6, 11, 1 is a mighty tree. My whole is a compulsion to take a lot.",loneliness,kleptomania,serial killer,schizophrenia,psychopathy,1
"Not even the toughest person can touch it or even get near. However, it can be seen by everyone. Everyone knows about it, and they know it can cause problems, but people can use it to their advantage. What is it?",sun,Thursday,Friday,moon,night sky,0
Makes apples fall from trees.,buoyancy,air resistance,geometry,helium balloon,gravity,4
"I go in dry and come out wet, The longer I’m in, the stronger I get. What am I?",ankles,toe,plastic bottle,boiling water,tea bag,4
"Mike, Jack, and Jim were triplets. When they were ten a mysterious lady gave them each tickets and said they were time tickets good for a round trip to any time and place. Jim immediately used his ticket to go to 10 mins in the past to get a popsicle. After that he traveled forward 10 mins to the present time. 10 years later Mike used his ticket to travel 30 mins into the past to try and stop a car crash that killed his girlfriend. After he did that he realized he lost his ticket so he just let time catch up to him. 12 years later Jack used his ticket to travel exactly 100 years into the future to see how far tech has advanced. after spending a year in this time he goes back exactly 100 years back into the present. Who is the oldest sibling now?",Chris,recorder,speaker,Mike,Michael,3
The state of holding a person in your person.,woman,infertile,daughter,preggo,pregnant,4
What is as big as you are and yet does not weigh anything?,sky,storm,glow,shadow,silhouette,3
I hold a key but open no doors. I am a guide that unlocks passage throughout the world. What am I?,island,compass,atlas,waypoint,map,4
What key is the hardest to turn?,donkey,goat,horse,Hawaii,Maine,0
"I am an object, everywhere I go people clap for me. What am I?",ant,bird,wasps,housefly,mosquito,4
What always goes left but constantly goes down.,duct tape,blunts,joint,bong,dental floss,2
Why don't ants wear gloves?,no,duh,who?,yeah,fuck,1
Think highly of,toes,toothpick,eyeball,tongue,finger,4
"It can pierce the best armor and make swords crumble with a rub, yet for all its power It can't harm a wooden club.",clear coat,wood,corrosion,engine,rust,4
They put the heat in pop tarts,oven,pancakes,bread,microwave,toaster,4
"A Lady was found dead in a park. There was a note on the lady, it read: 1491011. The suspects were Jason, Miranda, Sal, and Timmy. The police knew who it was right away. Who was it?",daughter,Chris,sister,Jason,David,3
"Some try to hide, some try to cheat but time will show we always will meet.",suicide,decapitation,death,suffocation,assassination,2
What kind of can never needs a can-opener?,birb,flamingo,bird,toucan,eagle,3
What comes once a day but leaves every morning?,silhouette,evening,sky,morning,night,4
We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size. What are we?,sister,words,daughter,syllables,meanings,1
"At fires I attend, I am a kitchen friend; When my nose I blow, How the embers glow! When the wind compels, How my belly swells. What am I?",flange,jingle,pulleys,bellows,lantern,3
Who always enjoys poor health?,doctor,psychiatrist,patient,surgeon,dentist,0
"What has a spine, tail, and leash but isn't a dog?",backstab,flank,melee,jungle,kite,4
"I hover out there in darkness unseen. I will shred things to pieces 'till they're just smithereens. I might serve as a gateway to places unspoken, Yet I'm sealed off to man, forever unbroken. I twist and distort, only darkness escapes, I destroy all I find.Whatever I take.",sky,black hole,event horizon,silhouette,solar system,1
The go-to weapon for science fiction heroes.,eyeball,beam,laser,blaster,cannon,2
I may be high.I'm not real low.Sometimes fast.Sometimes slow.You can't reach me.But you can see me. What am I?,sun,clouds,meteors,sky,sunset,1
I am green but not a tree And I grow around the world What am I?,asphalt,grass,waterfall,valley,lawn,1
I am given away as an indicator of pleasure. If you have a good one of me then you're in for some treasure. Silver and Ed I will help you to measure. If you're having trouble with this I will help at my leisure. What am I?,hand,waterfall,palm,finger,valley,0
What do you call a naughty turkey?,dinner,supper,breakfast,lunch,brunch,0
You can keep me safe.You can keep me dry.But never hold me.As I will surely cry. By candle power.Or light of the Sun.I am a building block one day.And then I am gone,lava,puck,glacier,snow,ice,4
It is the assumed nocturnal symbol of Mr. Wayne. What is it?,shoulder,pillow,hitter,homerun,bat,4
"I am up when you are down.Look hard and you may see a clown.Most times I am blue.But that does not always hold true. You look up at me when you pray.I am never very far away.But I'm not something you can touch.Do you know what I am, or is this too much",moon,clouds,sky,sun,horizon,2
"Who is that with a neck and no head, two arms and no hands? What is it?",jacket,hoodie,scarf,shirt,pants,3
"This is an old American riddle from 1500-1900 AD. Down under the hill there was a mill; In the mill there was a chest, And in the chest there was a till; In the till there was a cup, And in the cup there was a drop. No man could drink it, No man could eat it, No man could do without it.",stomach,second,heart,blood,before,2
They say each one is totally unique.,snowflake,haters,bigot,fragile,faggot,0
